,OptSeries,Side,Exits,EntryTTX,EntryPrice,Invested,ExitTTX,ExitPrice,ProfitLoss,%Return
185,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,64,65,5,80,14,21.53846153846154
186,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,65,66,5,80,13,19.696969696969695
187,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,66,67,5,80,12,17.91044776119403
188,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,67,68,5,80,11,16.176470588235293
189,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,68,69,5,80,10,14.492753623188406
190,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,69,70,5,80,9,12.857142857142858
191,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,70,71,5,80,8,11.267605633802816
192,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,71,72,5,80,7,9.722222222222221
193,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,72,73,5,80,6,8.219178082191782
194,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,73,74,5,80,5,6.756756756756757
195,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",5,74,75,5,80,4,5.333333333333333
196,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,64,65,4,80,14,21.53846153846154
197,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,65,66,4,80,13,19.696969696969695
198,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,66,67,4,80,12,17.91044776119403
199,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,67,68,4,80,11,16.176470588235293
200,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,68,69,4,80,10,14.492753623188406
201,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,69,70,4,80,9,12.857142857142858
202,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,70,71,4,80,8,11.267605633802816
203,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,71,72,4,80,7,9.722222222222221
204,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,72,73,4,80,6,8.219178082191782
205,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,73,74,4,80,5,6.756756756756757
206,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 50)",4,74,75,4,80,4,5.333333333333333
207,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",9,71,72,7,40,-33,-45.833333333333336
208,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",9,72,73,7,40,-34,-46.57534246575342
209,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",9,73,74,7,40,-35,-47.2972972972973
210,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",9,74,75,7,40,-36,-48.0
211,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,55,56,7,40,-17,-30.357142857142858
212,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,56,57,7,40,-18,-31.57894736842105
213,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,57,58,7,40,-19,-32.758620689655174
214,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,58,59,7,40,-20,-33.898305084745765
215,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,59,60,7,40,-21,-35.0
216,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,60,61,7,40,-22,-36.0655737704918
217,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,61,62,7,40,-23,-37.096774193548384
218,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,62,63,7,40,-24,-38.095238095238095
219,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,63,64,7,40,-25,-39.0625
220,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,64,65,7,40,-26,-40.0
221,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,65,66,7,40,-27,-40.90909090909091
222,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,66,67,7,40,-28,-41.791044776119406
223,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,67,68,7,40,-29,-42.64705882352941
224,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,68,69,7,40,-30,-43.47826086956522
225,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,69,70,7,40,-31,-44.285714285714285
226,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,70,71,7,40,-32,-45.070422535211264
227,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,71,72,7,40,-33,-45.833333333333336
228,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,72,73,7,40,-34,-46.57534246575342
229,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,73,74,7,40,-35,-47.2972972972973
230,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",8,74,75,7,40,-36,-48.0
231,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,55,56,7,40,-17,-30.357142857142858
232,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,56,57,7,40,-18,-31.57894736842105
233,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,57,58,7,40,-19,-32.758620689655174
234,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,58,59,7,40,-20,-33.898305084745765
235,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,59,60,7,40,-21,-35.0
236,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,60,61,7,40,-22,-36.0655737704918
237,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,61,62,7,40,-23,-37.096774193548384
238,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",7,62,63,7,40,-24,-38.095238095238095
239,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,55,56,6,40,-17,-30.357142857142858
240,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,56,57,6,40,-18,-31.57894736842105
241,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,57,58,6,40,-19,-32.758620689655174
242,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,58,59,6,40,-20,-33.898305084745765
243,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,59,60,6,40,-21,-35.0
244,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,60,61,6,40,-22,-36.0655737704918
245,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,61,62,6,40,-23,-37.096774193548384
246,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,62,63,6,40,-24,-38.095238095238095
247,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,63,64,6,40,-25,-39.0625
248,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,64,65,6,40,-26,-40.0
249,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,65,66,6,40,-27,-40.90909090909091
250,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,66,67,6,40,-28,-41.791044776119406
251,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,67,68,6,40,-29,-42.64705882352941
252,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",6,68,69,6,40,-30,-43.47826086956522
253,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,63,64,5,80,15,23.4375
254,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,64,65,5,80,14,21.53846153846154
255,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,65,66,5,80,13,19.696969696969695
256,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,66,67,5,80,12,17.91044776119403
257,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,67,68,5,80,11,16.176470588235293
258,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,68,69,5,80,10,14.492753623188406
259,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,69,70,5,80,9,12.857142857142858
260,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,70,71,5,80,8,11.267605633802816
261,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,71,72,5,80,7,9.722222222222221
262,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,72,73,5,80,6,8.219178082191782
263,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,73,74,5,80,5,6.756756756756757
264,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",5,74,75,5,80,4,5.333333333333333
265,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,64,65,4,80,14,21.53846153846154
266,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,65,66,4,80,13,19.696969696969695
267,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,66,67,4,80,12,17.91044776119403
268,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,67,68,4,80,11,16.176470588235293
269,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,68,69,4,80,10,14.492753623188406
270,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,69,70,4,80,9,12.857142857142858
271,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,70,71,4,80,8,11.267605633802816
272,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,71,72,4,80,7,9.722222222222221
273,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,72,73,4,80,6,8.219178082191782
274,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,73,74,4,80,5,6.756756756756757
275,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(80, 40)",4,74,75,4,80,4,5.333333333333333
276,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",9,71,72,8,50,-23,-31.944444444444443
277,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",9,72,73,8,50,-24,-32.87671232876713
278,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",9,73,74,8,50,-25,-33.78378378378378
279,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",9,74,75,8,50,-26,-34.666666666666664
280,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,55,56,8,50,-7,-12.5
281,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,56,57,8,50,-8,-14.035087719298245
282,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,57,58,8,50,-9,-15.517241379310345
283,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,58,59,8,50,-10,-16.949152542372882
284,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,59,60,8,50,-11,-18.333333333333332
285,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,60,61,8,50,-12,-19.672131147540984
286,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,61,62,8,50,-13,-20.967741935483872
287,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,62,63,8,50,-14,-22.22222222222222
288,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,63,64,8,50,-15,-23.4375
289,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,64,65,8,50,-16,-24.615384615384617
290,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,65,66,8,50,-17,-25.757575757575758
291,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,66,67,8,50,-18,-26.865671641791046
292,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,67,68,8,50,-19,-27.941176470588236
293,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,68,69,8,50,-20,-28.985507246376812
294,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,69,70,8,50,-21,-30.0
295,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,70,71,8,50,-22,-30.985915492957748
296,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,71,72,8,50,-23,-31.944444444444443
297,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,72,73,8,50,-24,-32.87671232876713
298,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,73,74,8,50,-25,-33.78378378378378
299,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",8,74,75,8,50,-26,-34.666666666666664
300,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,55,56,7,50,-7,-12.5
301,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,56,57,7,50,-8,-14.035087719298245
302,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,57,58,7,50,-9,-15.517241379310345
303,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,58,59,7,50,-10,-16.949152542372882
304,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,59,60,7,50,-11,-18.333333333333332
305,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,60,61,7,50,-12,-19.672131147540984
306,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,61,62,7,50,-13,-20.967741935483872
307,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",7,62,63,7,50,-14,-22.22222222222222
308,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,55,56,6,50,-7,-12.5
309,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,56,57,6,50,-8,-14.035087719298245
310,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,57,58,6,50,-9,-15.517241379310345
311,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,58,59,6,50,-10,-16.949152542372882
312,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,59,60,6,50,-11,-18.333333333333332
313,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,60,61,6,50,-12,-19.672131147540984
314,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,61,62,6,50,-13,-20.967741935483872
315,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,62,63,6,50,-14,-22.22222222222222
316,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,63,64,6,50,-15,-23.4375
317,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,64,65,6,50,-16,-24.615384615384617
318,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,65,66,6,50,-17,-25.757575757575758
319,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,66,67,6,50,-18,-26.865671641791046
320,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,67,68,6,50,-19,-27.941176470588236
321,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",6,68,69,6,50,-20,-28.985507246376812
322,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,63,64,4,85,20,31.25
323,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,64,65,4,85,19,29.23076923076923
324,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,65,66,4,85,18,27.272727272727273
325,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,66,67,4,85,17,25.37313432835821
326,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,67,68,4,85,16,23.529411764705884
327,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,68,69,4,85,15,21.73913043478261
328,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,69,70,4,85,14,20.0
329,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,70,71,4,85,13,18.309859154929576
330,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,71,72,4,85,12,16.666666666666668
331,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,72,73,4,85,11,15.068493150684931
332,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,73,74,4,85,10,13.513513513513514
333,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",5,74,75,4,85,9,12.0
334,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,64,65,4,85,19,29.23076923076923
335,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,65,66,4,85,18,27.272727272727273
336,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,66,67,4,85,17,25.37313432835821
337,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,67,68,4,85,16,23.529411764705884
338,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,68,69,4,85,15,21.73913043478261
339,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,69,70,4,85,14,20.0
340,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,70,71,4,85,13,18.309859154929576
341,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,71,72,4,85,12,16.666666666666668
342,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,72,73,4,85,11,15.068493150684931
343,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,73,74,4,85,10,13.513513513513514
344,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 50)",4,74,75,4,85,9,12.0
345,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",9,71,72,7,40,-33,-45.833333333333336
346,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",9,72,73,7,40,-34,-46.57534246575342
347,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",9,73,74,7,40,-35,-47.2972972972973
348,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",9,74,75,7,40,-36,-48.0
349,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,55,56,7,40,-17,-30.357142857142858
350,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,56,57,7,40,-18,-31.57894736842105
351,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,57,58,7,40,-19,-32.758620689655174
352,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,58,59,7,40,-20,-33.898305084745765
353,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,59,60,7,40,-21,-35.0
354,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,60,61,7,40,-22,-36.0655737704918
355,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,61,62,7,40,-23,-37.096774193548384
356,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,62,63,7,40,-24,-38.095238095238095
357,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,63,64,7,40,-25,-39.0625
358,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,64,65,7,40,-26,-40.0
359,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,65,66,7,40,-27,-40.90909090909091
360,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,66,67,7,40,-28,-41.791044776119406
361,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,67,68,7,40,-29,-42.64705882352941
362,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,68,69,7,40,-30,-43.47826086956522
363,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,69,70,7,40,-31,-44.285714285714285
364,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,70,71,7,40,-32,-45.070422535211264
365,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,71,72,7,40,-33,-45.833333333333336
366,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,72,73,7,40,-34,-46.57534246575342
367,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,73,74,7,40,-35,-47.2972972972973
368,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",8,74,75,7,40,-36,-48.0
369,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(85, 40)",7,55,56,7,40,-17,-30.357142857142858
