,OptSeries,Side,Exits,EntryTTX,EntryPrice,Invested,ExitTTX,ExitPrice,ProfitLoss,%Return
555,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",9,74,75,8,50,-26,-34.666666666666664
556,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,55,56,8,50,-7,-12.5
557,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,56,57,8,50,-8,-14.035087719298245
558,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,57,58,8,50,-9,-15.517241379310345
559,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,58,59,8,50,-10,-16.949152542372882
560,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,59,60,8,50,-11,-18.333333333333332
561,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,60,61,8,50,-12,-19.672131147540984
562,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,61,62,8,50,-13,-20.967741935483872
563,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,62,63,8,50,-14,-22.22222222222222
564,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,63,64,8,50,-15,-23.4375
565,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,64,65,8,50,-16,-24.615384615384617
566,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,65,66,8,50,-17,-25.757575757575758
567,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,66,67,8,50,-18,-26.865671641791046
568,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,67,68,8,50,-19,-27.941176470588236
569,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,68,69,8,50,-20,-28.985507246376812
570,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,69,70,8,50,-21,-30.0
571,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,70,71,8,50,-22,-30.985915492957748
572,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,71,72,8,50,-23,-31.944444444444443
573,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,72,73,8,50,-24,-32.87671232876713
574,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,73,74,8,50,-25,-33.78378378378378
575,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",8,74,75,8,50,-26,-34.666666666666664
576,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,55,56,7,50,-7,-12.5
577,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,56,57,7,50,-8,-14.035087719298245
578,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,57,58,7,50,-9,-15.517241379310345
579,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,58,59,7,50,-10,-16.949152542372882
580,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,59,60,7,50,-11,-18.333333333333332
581,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,60,61,7,50,-12,-19.672131147540984
582,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,61,62,7,50,-13,-20.967741935483872
583,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",7,62,63,7,50,-14,-22.22222222222222
584,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,55,56,6,50,-7,-12.5
585,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,56,57,6,50,-8,-14.035087719298245
586,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,57,58,6,50,-9,-15.517241379310345
587,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,58,59,6,50,-10,-16.949152542372882
588,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,59,60,6,50,-11,-18.333333333333332
589,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,60,61,6,50,-12,-19.672131147540984
590,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,61,62,6,50,-13,-20.967741935483872
591,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,62,63,6,50,-14,-22.22222222222222
592,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,63,64,6,50,-15,-23.4375
593,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,64,65,6,50,-16,-24.615384615384617
594,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,65,66,6,50,-17,-25.757575757575758
595,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,66,67,6,50,-18,-26.865671641791046
596,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,67,68,6,50,-19,-27.941176470588236
597,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 50)",6,68,69,6,50,-20,-28.985507246376812
598,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",9,71,72,7,40,-33,-45.833333333333336
599,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",9,72,73,7,40,-34,-46.57534246575342
600,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",9,73,74,7,40,-35,-47.2972972972973
601,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",9,74,75,7,40,-36,-48.0
602,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,55,56,7,40,-17,-30.357142857142858
603,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,56,57,7,40,-18,-31.57894736842105
604,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,57,58,7,40,-19,-32.758620689655174
605,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,58,59,7,40,-20,-33.898305084745765
606,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,59,60,7,40,-21,-35.0
607,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,60,61,7,40,-22,-36.0655737704918
608,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,61,62,7,40,-23,-37.096774193548384
609,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,62,63,7,40,-24,-38.095238095238095
610,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,63,64,7,40,-25,-39.0625
611,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,64,65,7,40,-26,-40.0
612,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,65,66,7,40,-27,-40.90909090909091
613,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,66,67,7,40,-28,-41.791044776119406
614,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,67,68,7,40,-29,-42.64705882352941
615,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,68,69,7,40,-30,-43.47826086956522
616,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,69,70,7,40,-31,-44.285714285714285
617,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,70,71,7,40,-32,-45.070422535211264
618,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,71,72,7,40,-33,-45.833333333333336
619,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,72,73,7,40,-34,-46.57534246575342
620,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,73,74,7,40,-35,-47.2972972972973
621,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",8,74,75,7,40,-36,-48.0
622,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,55,56,7,40,-17,-30.357142857142858
623,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,56,57,7,40,-18,-31.57894736842105
624,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,57,58,7,40,-19,-32.758620689655174
625,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,58,59,7,40,-20,-33.898305084745765
626,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,59,60,7,40,-21,-35.0
627,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,60,61,7,40,-22,-36.0655737704918
628,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,61,62,7,40,-23,-37.096774193548384
629,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",7,62,63,7,40,-24,-38.095238095238095
630,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,55,56,6,40,-17,-30.357142857142858
631,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,56,57,6,40,-18,-31.57894736842105
632,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,57,58,6,40,-19,-32.758620689655174
633,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,58,59,6,40,-20,-33.898305084745765
634,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,59,60,6,40,-21,-35.0
635,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,60,61,6,40,-22,-36.0655737704918
636,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,61,62,6,40,-23,-37.096774193548384
637,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,62,63,6,40,-24,-38.095238095238095
638,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,63,64,6,40,-25,-39.0625
639,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,64,65,6,40,-26,-40.0
640,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,65,66,6,40,-27,-40.90909090909091
641,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,66,67,6,40,-28,-41.791044776119406
642,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,67,68,6,40,-29,-42.64705882352941
643,"('US 500', '2021-07-16', '14:20', 4332.75)",long,"(95, 40)",6,68,69,6,40,-30,-43.47826086956522
644,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,30,71,7,50,-22,-30.985915492957748
645,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,31,70,7,50,-21,-30.0
646,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,32,69,7,50,-20,-28.985507246376812
647,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,33,68,7,50,-19,-27.941176470588236
648,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,34,67,7,50,-18,-26.865671641791046
649,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,35,66,7,50,-17,-25.757575757575758
650,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,36,65,7,50,-16,-24.615384615384617
651,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,37,64,7,50,-15,-23.4375
652,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,38,63,7,50,-14,-22.22222222222222
653,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,39,62,7,50,-13,-20.967741935483872
654,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,40,61,7,50,-12,-19.672131147540984
655,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,41,60,7,50,-11,-18.333333333333332
656,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,42,59,7,50,-10,-16.949152542372882
657,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,43,58,7,50,-9,-15.517241379310345
658,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,44,57,7,50,-8,-14.035087719298245
659,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",7,45,56,7,50,-7,-12.5
660,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,34,67,6,50,-18,-26.865671641791046
661,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,35,66,6,50,-17,-25.757575757575758
662,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,36,65,6,50,-16,-24.615384615384617
663,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,37,64,6,50,-15,-23.4375
664,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,38,63,6,50,-14,-22.22222222222222
665,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,39,62,6,50,-13,-20.967741935483872
666,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,40,61,6,50,-12,-19.672131147540984
667,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,41,60,6,50,-11,-18.333333333333332
668,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,42,59,6,50,-10,-16.949152542372882
669,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,43,58,6,50,-9,-15.517241379310345
670,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,44,57,6,50,-8,-14.035087719298245
671,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 50)",6,45,56,6,50,-7,-12.5
672,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,30,71,7,60,-32,-45.070422535211264
673,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,31,70,7,60,-31,-44.285714285714285
674,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,32,69,7,60,-30,-43.47826086956522
675,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,33,68,7,60,-29,-42.64705882352941
676,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,34,67,7,60,-28,-41.791044776119406
677,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,35,66,7,60,-27,-40.90909090909091
678,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,36,65,7,60,-26,-40.0
679,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,37,64,7,60,-25,-39.0625
680,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,38,63,7,60,-24,-38.095238095238095
681,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,39,62,7,60,-23,-37.096774193548384
682,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,40,61,7,60,-22,-36.0655737704918
683,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,41,60,7,60,-21,-35.0
684,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,42,59,7,60,-20,-33.898305084745765
685,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,43,58,7,60,-19,-32.758620689655174
686,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,44,57,7,60,-18,-31.57894736842105
687,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",7,45,56,7,60,-17,-30.357142857142858
688,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,34,67,6,60,-28,-41.791044776119406
689,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,35,66,6,60,-27,-40.90909090909091
690,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,36,65,6,60,-26,-40.0
691,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,37,64,6,60,-25,-39.0625
692,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,38,63,6,60,-24,-38.095238095238095
693,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,39,62,6,60,-23,-37.096774193548384
694,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,40,61,6,60,-22,-36.0655737704918
695,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,41,60,6,60,-21,-35.0
696,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,42,59,6,60,-20,-33.898305084745765
697,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,43,58,6,60,-19,-32.758620689655174
698,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,44,57,6,60,-18,-31.57894736842105
699,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(25, 60)",6,45,56,6,60,-17,-30.357142857142858
700,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,30,71,7,50,-22,-30.985915492957748
701,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,31,70,7,50,-21,-30.0
702,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,32,69,7,50,-20,-28.985507246376812
703,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,33,68,7,50,-19,-27.941176470588236
704,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,34,67,7,50,-18,-26.865671641791046
705,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,35,66,7,50,-17,-25.757575757575758
706,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,36,65,7,50,-16,-24.615384615384617
707,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,37,64,7,50,-15,-23.4375
708,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,38,63,7,50,-14,-22.22222222222222
709,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,39,62,7,50,-13,-20.967741935483872
710,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,40,61,7,50,-12,-19.672131147540984
711,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,41,60,7,50,-11,-18.333333333333332
712,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,42,59,7,50,-10,-16.949152542372882
713,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,43,58,7,50,-9,-15.517241379310345
714,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,44,57,7,50,-8,-14.035087719298245
715,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",7,45,56,7,50,-7,-12.5
716,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,34,67,6,50,-18,-26.865671641791046
717,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,35,66,6,50,-17,-25.757575757575758
718,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,36,65,6,50,-16,-24.615384615384617
719,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,37,64,6,50,-15,-23.4375
720,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,38,63,6,50,-14,-22.22222222222222
721,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,39,62,6,50,-13,-20.967741935483872
722,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,40,61,6,50,-12,-19.672131147540984
723,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,41,60,6,50,-11,-18.333333333333332
724,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,42,59,6,50,-10,-16.949152542372882
725,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,43,58,6,50,-9,-15.517241379310345
726,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,44,57,6,50,-8,-14.035087719298245
727,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 50)",6,45,56,6,50,-7,-12.5
728,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,30,71,7,60,-32,-45.070422535211264
729,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,31,70,7,60,-31,-44.285714285714285
730,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,32,69,7,60,-30,-43.47826086956522
731,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,33,68,7,60,-29,-42.64705882352941
732,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,34,67,7,60,-28,-41.791044776119406
733,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,35,66,7,60,-27,-40.90909090909091
734,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,36,65,7,60,-26,-40.0
735,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,37,64,7,60,-25,-39.0625
736,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,38,63,7,60,-24,-38.095238095238095
737,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,39,62,7,60,-23,-37.096774193548384
738,"('US 500', '2021-07-16', '14:20', 4332.75)",short,"(20, 60)",7,40,61,7,60,-22,-36.0655737704918
